record_id|council_name|source_document|section_num|chiefdom|constituency|sn|project_name|village|ward|chiefdom_in_row|resources|priority|sub_item|source_page|category|sector|project_name_short
81|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|Crus|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
82|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|hed|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
83|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|ston|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
84|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|es|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
85|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|Rive|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
86|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|r/Bui|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
87|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|lding|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
88|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|3|Rehabilitation/C onstruction of Roads & Culverts|All Gazetted Roads|AllWards|N ya m ph an de||3|Sand|85|IDP_PROJECTS|Roads|Rehabilitation/C onstruction of Roads & Culverts
89|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|Exist|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
90|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|ing|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
91|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|unpr|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
92|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|otect|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
93|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|ed|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
94|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|fores|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
95|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|ts in|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
96|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|som|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
97|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|e|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
98|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|ward|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
99|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|s|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
100|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|Uns|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
101|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|kille|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
102|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|d|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
103|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|Labo|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
104|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|4|Creation of Community Forests|Misolo, Mkonda, Chonjo, Malengo, Katonda, Lupinda, Mwanza, Kapyela, Matonga, Milembo, Mwandindi|AllWards|N ya m ph an de||4|ur|85|IDP_PROJECTS|Agriculture|Creation of Community Forests
105|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|– 10|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
106|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|hect|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
107|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|ares|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
108|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|Uns|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
109|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|kille|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
110|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|d|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
111|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|5|Livestock Multiplication Centre/ Dip tanks|Chikuse, Nyamphande, Chivumbo Section, Nsenya|AllWards|N ya m ph an de||5|Labo|85|IDP_PROJECTS|Agriculture|Livestock Multiplication Centre/ Dip tanks
112|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||Uns|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
113|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||kille|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
114|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||d|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
115|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||Labo|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
116|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||ur|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
117|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||Crus|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
118|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||hed|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
119|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||ston|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
120|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||es|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
121|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||Rive|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
122|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||r/Bui|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
123|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||lding|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
124|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|6|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).|Nsenya, Chilandu, Nyamphande, Mwambula|AllWards||||Sand|86|IDP_PROJECTS|Agriculture|Aquaculture Development (Construction of Fish Ponds and Fingerling Hatcheries).
125|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||ll|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
126|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||ya|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
127|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||Labo|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
128|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||W|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
129|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||m|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
130|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||ur|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
131|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||ar|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
132|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||ph|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
133|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||Strea|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
134|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||d|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
135|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||an|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
136|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||s|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
137|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||de|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
138|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|7|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)|Chiwa, Malengo, Nathan,Kawanga||A|N||ms|86|IDP_PROJECTS|Agriculture|Creation of Farm Plantations (Orchards, Banana, Garlic, etc...)
139|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||ll|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
140|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||ya|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
141|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||Uns|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
142|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||W|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
143|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||m|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
144|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||kille|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
145|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||ar|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
146|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||ph|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
147|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||d|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
148|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||an|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
149|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||Labo|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
150|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||s|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
151|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||de|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
152|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||ur|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
153|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||Crus|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
154|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||hed|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
155|Petauke Town Council|Petauke.Lusangazi-Joint-IDP-Final.pdf|3.3.2.4|Nyamphande|Msanzala Constituency|8|Construction and Upgrading of Schools and housing|Misolo, Nsamba, Nsenya, Ray, Mkonda, Mwambula, Nyamphondolo, Mwanza, Chipungu, Sasu, Kasuma, Muzenje & Chikuse|AllWards|A|N||ston|86|IDP_PROJECTS|Education|Construction and Upgrading of Schools and housing
