0|1|2|3|5|7|source_page|4|6
"02Use of Goods and Services
02General Operations
04Assets
01Non-Financial Assets (Capital Expenditure)"|"-
-
-
-"|"-
-
-
-"||-||38|-|"151,300
151,300
3,049,287
3,049,287"
||||-||38|-|
||||-||38|3,742,847|
||||-||38|3,742,847|
Programme Total|(0)|(0)||||38||3,200,587
||||(0)||38|3,742,847|
PROGRAMME/SUBPROGRAMME|2023 BUDGET||2024 BUDGET|||38||2025 BUDGET
|Approved|"Expendit
ure"|Approved|"Expendit
ure*"||38||Estimates
"15 Transport Services
001Road Transport"|"(0)
(0)"|(0)|"3,742,847
3,742,847"|(0)||38||"3,200,587
3,200,587"
Programme Total|(0)|(0)|3,742,84|(0)||38|7|3,32,0200,05,85787
Key Output and Output Indicator|2023||2024|2025||39||
|Target|Actual|Target|Target||39|Actual*|
"Street lights installed
01 Numbers of street lights installed"|-|-|-|42||39|-|
"Culvert constructed
01 Number of culverts constructed"|-|-|-|1||39|-|
"Township roads rehabilitated
01 Kilometers of Township roads rehabilitated"|-|-|106|4||39|30|
ECONOMIC CLASSIFICATION|2023 BUDGET|||||40|2024 BUDGET|2025 BUDGET
|Approved|"Expendit
ure"||"Expendit
ure*"||40|Approved|Estimates
"02Use of Goods and Services
02General Operations
04Assets
01Non-Financial Assets (Capital Expenditure)"|"-
-
-
-"|"-
-
-
-"||-||40|-|"519,367
519,367
5,000
5,000"
||||-||40|-|
||||-||40|-|
||||-||40|-|
Programme Total|(0)|(0)||||40||524,367
||||(0)||40|-|
PROGRAMME/SUBPROGRAMME|2023 BUDGET||2024 BUDGET|2025 BUDGET||40||
|Approved|"Expendit
ure"|Approved|Estimates||40|"Expendit
ure*"|
Programme Total|(0)|(0)||- (0)||40||5245,2346,7367
Key Output and Output Indicator|2023||2024|2025||41||
|Target|Actual|Target|Target||41|Actual*|
"Climate Smart Agriculture (CSA) technologies and practices disseminated
01 Number of CSA training reports produced
02 Number of crop monitoring reports produced
03 Number of farmers field schools established
04 Number of field days conducted"|"-
-
-
-"|"-
-
-
-"|"-
-
-
-"|"10
6
10
10"||41|"-
-
-
-"|
"Irrigation technologies and practices enhanced
01 Number of irrigation technologies promoted"|-|-|-|4||41|-|
"Land husbandry technologies dissseminated
01 Number of farmers trained in sustainable land management"|-|-|-|320||41|-|
"Farmer power and mechanisation (FPM) enhanced
01 Number of demonstrations/shows of farm equipment/tool held"|-|-|-|4||41|-|
"Agricultural extension services delivery improved
01 Numbers farmers registers updated
02 Number of camp houses rehabilitated
03 Number of provincial agricultural show participated in"|"-
-
-"|"-
-
-"|"-
-
-"|"1
1
1"||41|"-
-
-"|
"Agriculture information collected and disseminated
01 Number of agricultural radio programmes produced"|-|-|-|12||41|-|
"Agricultural market linkages for diverse crops established and enhanced
01 Number of entrepreneurship skills trainings conducted
02 Number of market linkages established"|"-
-"|"-
-"|"-
-"|"5
2"||41|"-
-"|
"Market information systems established and functional
01 Number of market information system established and functional"|-|-|-|1||41|-|
"Planning, monitoring and evaluation of agricultural programmes conducted
01 Number of M and E Reports produced"|-|-|-|4||41|-|
ECONOMIC CLASSIFICATION|2023 BUDGET|||2024 BUDGET|2025 BUDGET|42||
|Approved|"Expendit
ure"||Approved|Estimates|42||"Expendit
ure*"
"02Use of Goods and Services
02General Operations
04Assets
01Non-Financial Assets (Capital Expenditure)"|"-
-
-
-"|"-
-
-
-"||235,976|"406,180
406,180
79,980
79,980"|42||-
||||235,976||42||-
||||-||42||-
||||-||42||-
Programme Total|(0)|(0)|||486,160|42||
||||235,976||42||(0)
PROGRAMME/SUBPROGRAMME|2023 BUDGET||2024 BUDGET|2025 BUDGET||43||
|Approved|"Expendit
ure"|Approved|Estimates||43|"Expendit
ure*"|
Programme Total|(0)|(0)|235,97|(0)||43|6|4864,8166,0160
Key Output and Output Indicator|2023||2024|2025||44||
|Target|Actual|Target|Target||44|Actual*|
"Agricultural shows coordinated
01 Number of agricultural shows coordinated"|-|-|-|3||44|-|
"Monthly marketing bulletins produced and disseminated
01 Number of marketing bulletins produced
02 Number of marketing bulletins disseminated"|"-
-"|"-
-"|"-
-"|"12
12"||44|"-
(0)"|
"Entrepreneurship trainings conducted
01 Number of entrepreneurship trainings conducted"|-|-|-|2||44|-|
"Fisheries and livestock value addition trainings conducted
01 Number of training conducted in value addition"|-|-|-|2||44|-|
"Animal health extension and advisory services provided
01 Number of Disease surveillance programs and activities undertaken
02 Number of stock movement permits issued
03 Number of slaughter permits issued
04 Number of dogs vaccinated against rabies"|"-
-
-
-"|"-
-
-
-"|"20
200
-
144"|"24
320
320
200"||44|"25
550
-
201"|
"Aquaculture extension services
01 Number of fish farming trainings conducted
02 Number of technical backstopping and monitoring conducted
03 Number of patrols conducted
04 Number of fish permits issued
05 Number of sensitisation meetings conducted"|"-
-
-
-
-"|"-
-
-
-
-"|"-
-
-
-
-"|"16
60
16
25
6"||44|"-
-
-
-
-"|
"Extension services provided to farmers
01 Number of field days conducted
02 Number of farmer trainings in livestock production and management
03 Number of livestock demonstrations conducted
04 Number of climate smart technologies disseminated to farmers
05 Number of butcheries and slaughter facilities supervised and monitored"|"-
-
-
-
-"|"-
-
-
-
-"|"-
-
-
-
-"|"1
4
8
2
12"||44|"-
-
-
-
-"|
"Backstopping and monitoring visits conducted
01 Number of backstopping and monitoring visits conducted"|-|-|-|12||44|-|
ECONOMIC CLASSIFICATION|2023 BUDGET|||||46|2024 BUDGET|2025 BUDGET
|Approved|"Expendit
ure"||"Expendit
ure*"||46|Approved|Estimates
"02Use of Goods and Services
02General Operations
03Transfers
01Transfers
26Social Welfare unit
27Community Development unit"|"-
-
-
-
-
-"|"-
-
-
-
-
-"||-||46|-|"2,000,135
2,000,135
34,838,951
34,838,951
34,838,951"
||||-||46|-|
||||-||46|-|
||||-||46|-|
||||-||46|-|
||||-||46|-|
Programme Total|(0)|(0)||(0)||46|-|36,839,086
PROGRAMME/SUBPROGRAMME|2023 BUDGET||2024 BUDGET|||46||2025 BUDGET
|Approved|"Expendit
ure"|Approved|"Expendit
ure*"||46||Estimates
"18 Social Protection and Community Development
079District Social welfare
080Community Development"|"(0)
(0)
(0)"|"(0)
(0)"|"-
-
-"|"(0)
(0)"||46||"36,839,086
36,833,914
5,172"
Programme Total|(0)|(0)||- (0)||46||3366,8,83399,0,08866
Key Output and Output Indicator|2023||2024|2025||47||
|Target|Actual|Target|Target||47|Actual*|
"Welfare and counselling services to families in need provided
01 Number of welfare and counselling services to families in need provided"|-|-|-|10||47|-|
"Welfare services to GBVs survivors provided
01 Number of GBVs survivors supported with welfare services"|-|-|-|20||47|-|
"Older persons cared for
01 Number of older persons provided with inkind support"|-|-|-|50||47|-|
"Cash for Work Initiative implemented
01 Number of beneficiaries receiving Cash for Work
02 Proportion of CFW funds disbursed"|"-
-"|"-
-"|"-
-"|"58,068
100"||47|"-
-"|
"Poor and vulnerable learners trained under functional literacy
01 Number of poor and vulnerable learners trained under functional literacy"|-|-|-|100||47|-|
"Geographic
Location"|Key Outputs and Outputs Indicator|MTEF Output Target||||48||
||2022|2023|||48|2024|
