project_id|project_name|project_description|sector|project_type|province|district|constituency|ward|project_site|amount_requested_zmw|approved_amount_zmw|effective_amount_zmw|amount_category|has_amount|year_funded|status|comments|source_file
KPR-96|Classroom Block and Staff House|1x2 Classroom Block and 1 Staff House|Education|Construction of a 1x2 Classroom Block and 1 Staff House|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Katayauchi PTC|1475450.0||1475450.0|High (>1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-97|Classroom Block|1x3 Classroom Block|Education|Construction of 1x3 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Nzumbi Primary School|1198607.25||1198607.25|High (>1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-98|Classroom Block|1x2 ECE Classroom Block|Education|Construction of 1x2 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene Primary School|700000.0||700000.0|Medium (100K–1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-99|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Sikalenje||||Unknown|0|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-100|Classroom, Staff House and Ablution Block|1x3 Classroom Block, 1 Staff House and Ablution Block|Education|Construction of 1x3 Classroom Block, 1 Staff House and Ablution Block|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Day Secondary School|2110000.0||2110000.0|High (>1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-101|Tower|Tower|Communication|Construction of a Communication Tower|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Community|120000.0||120000.0|Medium (100K–1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-102|Toilets|VIP Toilets|Education|Construction of VIP Toilets|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Community|50000.0||50000.0|Low (<100K)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-103|Laboratory|Computer Laboratory|Education|Construction of a Computer Laboratory|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde|120000.0||120000.0|Medium (100K–1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-104|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lusinde Community|110000.0||110000.0|Medium (100K–1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-105|Dip Water Tank|Dip Water Tank|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene|350000.0||350000.0|Medium (100K–1M)|1|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KPR-106|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Lusinde|Lunene||||Unknown|0|2025|Proposed||2025-PROPOSED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-1|Classroom Block|1x2 Classroom Block|Education|Construction of 1x2 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Kanyanga B School|70000.0||70000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-2|Health Post|Health Post|Health|Construction and Rehabilitation of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Nyakutwa Health Post|700000.0||700000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-3|Staff Houses|3 Staff Houses|Health|Construction of 3 Staff House|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Matonje Health Post|820000.0||820000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-4|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Mateyokalizya|60000.0||60000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-5|Classroom Block|1x3 Classroom Block|Education|Construction of 1x3 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Chimunzi Primary School|450000.0||450000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-6|Electricity|Electricity|Education|Connection of Electricity Power|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Kasusu Primary School|80000.0||80000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-7|Staff Houses|2 Staff Houses|Education|Construction of 2 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Kasusu Primary School|500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-8|Classroom Block|1x2 Classroom Block|Education|Renovation of a 1x2 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Chimunzi Primary School|71000.0||71000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-9|Health Post|Health Post|Health|Construction and Rehabilitation of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Matonje Health Post|500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-10|Maternity Annex|Maternity Annex|Health|Construction of a Maternity Annex|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Kasoko Health Post|500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-11|Health Post|Health Post|Health|Opening of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Chimunzi|200000.0||200000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-12|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Kasusu|700000.0||700000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-13|Police Post|Police Post|Home Affairs|Construction of a Police Post|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Kasusu|600000.0||600000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-14|Borehole and Piped Water|Borehole and Piped Water|Water and Sanitation|Borehole Drilling and Piped Water|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Mwambezi Primary School|365183.0||365183.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-15|Administration Block|Administration Block|Education|Construction of a Administration Block|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Mwambezi|254700.0||254700.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-16|Classroom Block|1x3 Classroom Block|Education|Construction of a 1x3 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Mwambezi|514650.0||514650.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-17|Classroom Block|1x3 Classroom Block|Education|Construction of a 1x3 Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Nyakutwa Primary School|1200000.0||1200000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-18|Dormitory|Girls Dormitory|Education|Construction of a Girls Dormitory|Muchinga|Kaumbwe|Kaumbwe|Kanyanga|Mwambezi Primary School|184470.0||184470.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-19|Ablution Block|Ablution Block|Education|Construction of Ablution Blocks and Water Borne Sanitation System for Girls and Boys|Muchinga|Kaumbwe|Kaumbwe|Manyane|Mankhungwe Primary School|900000.0||900000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-20|Dam|Dam|Water and Sanitation|Construction of a Dam|Muchinga|Kaumbwe|Kaumbwe|Manyane|Mankhungwe, Matonje|2500000.0||2500000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-21|Staff Houses|2 Staff Houses|Health|Construction of 2 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Manyane|Mankhungwe Health Post|1000000.0||1000000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-22|School|School|Education|Construction of a School|Muchinga|Kaumbwe|Kaumbwe|Manyane|Mankhungwe Health Post|855650.0||855650.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-23|Borehole|Borehole|Water and Sanitation|Borehole Drilling|Muchinga|Kaumbwe|Kaumbwe|Manyane|Nyakumwa|3000.0||3000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-24|Borehole|Borehole|Water and Sanitation|Borehole Drilling|Muchinga|Kaumbwe|Kaumbwe|Manyane|Chimtenje|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-25|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manyane|Malipa Village|30000.0||30000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-26|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manyane|Changa Village|80000.0||80000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-27|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manyane|Mulinda Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-28|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manyane|Nthambalika|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-29|Borehole|Borehole|Water and Sanitation|Borehole Drilling|Muchinga|Kaumbwe|Kaumbwe|Manyane|Abram Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-30|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manyane|Nyamilongo Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-31|Classroom Block, Staff House and Toilet|1x3 Classroom Block, Staff House and Toilet|Education|Construction of 1x3 Classroom Block, Staff House and Toilet|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe||1400000.0||1400000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-32|Water|Water System|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Mwanjabanthu RHC|35500.0||35500.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-33|Classroom Block and Dining Hall|1x3 Classroom Block and Dining Hall|Education|Construction of a 1x3 Classroom Block and Dining Hall|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Zumaile Day PTA Committee|2000000.0||2000000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-34|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Meck Village|40000.0||40000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-35|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Kapotwe|30000.0||30000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-36|Bridge|Bridge|Education|Construction of a Bridge|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Nyansimbo|250000.0||250000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-37|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Nkhundwe Village|30000.0||30000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-38|Classroom Block and Staff Houses|1x3 Classroom Block and 3 Staff Houses|Water and Sanitation|Construction of a 1x3 Classroom Block and 3 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Nyawalira Primary School|6000000.0||6000000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-39|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Chimulamba Village|30000.0||30000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-40|Classroom Block|1x1 Classroom Block|Education|Construction of 1 Classroom for Early Childhood|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Wankhala Primary School|150000.0||150000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-41|Staff Houses|4 Staff Houses|Education|Construction of 4 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe||1200000.0||1200000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-42|Staff Houses|5 Staff Houses|Education|Renovation of 5 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Zumaire Primary School|755622.0||755622.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-43|Roofing|Roofing Sheets||Roofing Materials of a Shed|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Nyalingu Community Shed||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-44|Staff Houses|Staff Houses|Education|Rehabilitation of Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Nyalingu Community|250000.0||250000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-45|Mother's Waiting Shelter|Mother's waiting Shelter|Health|Construction of a Mother's Waiting Shelter|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Kaumbwe Mini Hospital|800000.0||800000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-46|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Zuwa Village|40000.0||40000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-47|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Sinyanga Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-48|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Nyamanja Village|280000.0||280000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-49|Staff Houses and Early Childhood Classroom Block|Staff Houses and Early Childhood Classroom Block|Education|Construction of Staff Houses and Early Childhood Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Mbaza Primary School|500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-50|Sub Clinic|Sub Clinic|Health|Construction of a Sub Clinic|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Mbaza Primary School|500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-51|Road and Bridge|Road and Bridge|Education|Construction of Road and Bridge|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Mbaza Primary School|500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-52|Classroom Block|Classroom Block|Education|Completion of a Classroom Block|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Mwanjabanthu Day Secondary|1500000.0||1500000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-53|Health Equipment|Health Equipment|Health|Purchase of Health Equipment|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Kaumbwe Min Hospital|800000.0||800000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-54|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Kaumbwe|Mwenda Village|40000.0||40000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-55|Water|Water Borne|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manyane|Nyanema Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-56|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manyane|Nyanoka|45000.0||45000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-57|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manyane|Kapinde Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-58|Modern Out-patient Department|Modern Out-patient Department|Health|Construction of a Modern Out-patient Department|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Manyane Health Centre|990000.0||990000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-59|Staff Houses|Staff Houses|Health|Construction of Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Manyane Health Centre|600000.0||600000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-60|Staff House and Toilet|Staff House and Toilet|Fisheries and Livestock|Construction and rehabilitation of a Staff House and Toilet|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Manyane Settlement|250000.0||250000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-61|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Kafunde|1000000.0||1000000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-62|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manjazi|||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-63|Dip Water Tanks|Dip Water Tanks|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Nyakwenda Village|250000.0||250000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-64|Maternity Annex|Maternity Annex|Health|Construction of a Maternity Annex|Muchinga|Kaumbwe|Kaumbwe|Manjazi||500000.0||500000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-65|Water Tank|Water Tank|Water and Sanitation|Installation of Water Tank and Taps|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Amose and Mphambeni Village|318000.0||318000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-66|Houses, Court Room and Borehole|Houses, Court Room and Borehole|Judiciary|Construction of 5 Staff Houses, Court Room and Drilling a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Manyane Local Court|4500000.0||4500000.0|High (>1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-67|Staff Houses|2 Staff Houses|Education|Construction of 2 Staff Houses|Muchinga|Kaumbwe|Kaumbwe|Manjazi||200000.0||200000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-68|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Mwanza Village|50000.0||50000.0|Low (<100K)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-69|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Nkhwenze||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-70|Water|Water|Water and Sanitation|Access to Safe Drinking Water|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Nyasoka Village||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-71|Dam|Dam|Water and Sanitation|Construction of a Dam|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Manjazi||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-72|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Kamisi Village||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-73|Borehole|Borehole|Water and Sanitation|Drilling of a Borehole|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Chionviya Village||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-74|Borehole and Dip Tank|Borehole and Dip Tank|Water and Sanitation|Drilling Borehole and Dip Tank|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Manyane Community|325000.0||325000.0|Medium (100K–1M)|1|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
KNA-75|Health Post|Health Post|Health|Construction of a Health Post|Muchinga|Kaumbwe|Kaumbwe|Manjazi|Joe-kapili Village||||Unknown|0|2025|Not Approved|Funds were not adequate for all projects to be approved|2025-NOT-APPROVED-COMMUNITY-PROJECTS-KAUMBWE2.csv
